uid,d,t,x,y
44,23,1,149,90
44,23,2,149,90
44,23,6,148,89
44,23,7,148,89
44,23,8,148,89
44,23,10,149,89
44,23,11,149,90
44,23,13,149,90
44,23,19,149,90
44,23,22,150,91
44,23,23,150,90
44,23,24,146,90
44,23,25,145,89
44,23,29,146,89
44,23,30,149,90
44,23,35,149,91
44,23,36,149,90
44,23,37,149,91
44,23,38,149,89
44,23,40,149,89
44,23,41,149,90
44,23,44,148,90
44,23,45,149,89
44,24,1,149,89
44,24,2,149,88
44,24,3,149,89
44,24,4,149,90
44,24,5,149,88
44,24,6,149,88
44,24,7,149,89
44,24,8,149,88
44,24,11,149,90
44,24,19,149,88
44,24,20,149,89
44,24,21,149,88
44,24,22,150,90
44,24,23,149,90
44,24,24,147,89
44,24,26,145,89
44,24,28,145,89
44,24,29,149,90
44,24,31,148,89
44,24,39,149,88
44,24,41,149,90
44,24,47,149,88
44,25,0,149,88
44,25,1,149,88
44,25,2,149,90
44,25,4,149,89
44,25,5,149,88
44,25,6,149,90
44,25,7,149,90
44,25,8,149,89
44,25,9,149,89
44,25,10,149,90
44,25,11,149,88
44,25,15,149,88
44,25,21,149,90
44,25,22,150,90
44,25,24,148,90
44,25,28,145,89
44,25,29,145,89
44,25,30,149,90
44,25,34,149,90
44,25,35,149,89
44,25,36,149,90
44,25,37,149,89
44,25,38,149,90
44,25,41,149,90
44,25,47,148,89
44,26,0,149,89
44,26,1,149,89
44,26,2,149,89
44,26,3,149,90
44,26,5,148,89
44,26,10,149,90
44,26,17,151,92
44,26,23,150,92
44,26,24,150,93
44,26,25,152,91
44,26,26,149,88
44,26,31,149,90
44,26,33,149,90
44,26,35,149,90
44,26,44,148,89
44,27,1,148,89
44,27,2,149,90
44,27,7,149,90
44,27,9,148,89
44,27,10,149,90
44,27,12,149,90
44,27,13,149,89
44,27,14,148,89
44,27,16,149,90
44,27,18,149,89
44,27,22,151,91
44,27,23,149,89
44,27,25,148,89
44,27,28,148,89
44,27,34,149,89
44,27,35,149,90
44,27,37,149,90
44,27,39,149,89
44,28,1,148,89
44,28,2,149,90
44,28,4,149,90
44,28,5,149,89
44,28,7,149,90
44,28,10,148,89
44,28,13,149,90
44,28,14,149,90
44,28,16,148,89
44,28,17,149,90
44,28,22,149,88
44,28,23,149,89
44,28,25,149,89
44,28,26,149,88
44,28,27,149,88
44,28,28,149,89
44,28,29,149,90
44,28,33,151,93
44,28,34,150,91
44,28,35,152,94
44,28,36,152,92
44,28,37,149,88
44,28,46,149,88
44,29,3,149,88
44,29,4,149,90
44,29,5,149,90
44,29,6,149,90
44,29,7,149,90
44,29,8,149,90
44,29,9,149,90
44,29,10,149,88
44,29,11,149,89
44,29,13,149,88
44,29,14,149,90
44,29,15,149,90
44,29,16,149,90
44,29,21,155,86
44,29,22,156,84
44,29,23,156,84
44,29,24,154,86
44,29,25,149,82
44,29,26,146,83
44,29,27,144,85
44,29,28,146,86
44,29,29,155,82
44,29,30,153,87
44,29,31,150,91
44,29,32,149,89
44,29,33,149,90
44,29,36,148,90
44,29,37,149,90
44,29,38,149,88
44,29,39,149,90
44,29,42,149,89
44,29,43,149,90
44,30,1,149,88
44,30,2,149,88
44,30,3,149,88
44,30,4,149,90
44,30,12,149,89
44,30,13,149,90
44,30,14,149,88
44,30,15,149,90
44,30,16,147,89
44,30,17,150,89
44,30,18,150,89
44,30,22,149,90
44,30,24,146,90
44,30,25,145,89
44,30,26,146,90
44,30,28,145,89
44,30,29,146,90
44,30,35,151,93
44,30,36,149,90
44,30,37,150,92
44,30,38,149,88
44,30,40,149,90
44,30,44,149,90
44,31,0,149,88
44,31,1,149,90
44,31,3,149,90
44,31,4,149,88
44,31,5,149,90
44,31,6,149,89
44,31,7,149,89
44,31,9,149,89
44,31,10,149,88
44,31,11,149,90
44,31,21,149,90
44,31,22,149,89
44,31,23,149,90
44,31,24,146,90
44,31,29,149,90
44,31,32,149,90
44,31,35,149,89
44,31,36,149,90
44,31,41,149,88
44,31,42,149,89
44,31,43,149,90
44,31,47,148,89
44,32,0,148,89
44,32,1,148,89
44,32,3,148,89
44,32,4,148,89
44,32,5,148,89
44,32,6,148,89
44,32,7,148,89
44,32,10,148,89
44,32,11,149,90
44,32,13,148,89
44,32,14,149,89
44,32,16,150,89
44,32,18,150,89
44,32,21,150,89
44,32,22,149,90
44,32,24,148,89
44,32,25,145,89
44,32,26,146,90
44,32,27,145,89
44,32,29,148,89
44,32,36,149,90
44,32,40,149,89
44,32,41,149,90
44,32,47,149,90
44,33,1,149,90
44,33,2,149,89
44,33,3,149,90
44,33,4,149,89
44,33,5,149,89
44,33,6,149,89
44,33,7,149,88
44,33,8,149,88
44,33,9,149,89
44,33,10,149,88
44,33,11,149,90
44,33,13,149,90
44,33,14,148,90
44,33,24,145,89
44,33,25,146,90
44,33,26,146,90
44,33,27,146,88
44,33,28,146,88
44,33,29,149,88
44,33,31,150,89
44,33,32,147,88
44,33,34,147,89
44,33,35,147,88
44,33,41,148,89
44,33,42,149,90
44,33,43,149,90
44,33,45,148,89
44,33,46,148,89
44,33,47,148,89
44,34,0,149,89
44,34,1,148,89
44,34,3,149,90
44,34,5,149,90
44,34,6,148,89
44,34,7,148,89
44,34,8,149,90
44,34,9,148,89
44,34,10,149,90
44,34,11,149,90
44,34,12,148,89
44,34,13,149,90
44,34,14,149,90
44,34,19,149,89
44,34,20,149,88
44,34,21,149,88
44,34,22,149,88
44,34,23,149,91
44,34,25,148,89
44,34,30,148,89
44,34,31,149,88
44,34,32,149,90
44,34,33,149,88
44,34,35,149,89
44,34,37,149,91
44,34,38,149,89
44,34,40,149,89
44,34,43,149,90
44,34,45,149,89
44,34,46,149,90
44,35,0,149,88
44,35,1,149,90
44,35,2,149,90
44,35,3,149,90
44,35,4,149,90
44,35,5,149,88
44,35,6,149,88
44,35,7,149,89
44,35,8,149,89
44,35,10,149,90
44,35,12,149,89
44,35,13,149,90
44,35,14,149,90
44,35,20,149,90
44,35,21,135,103
44,35,23,136,116
44,35,28,136,116
44,35,29,149,89
44,35,30,149,90
44,35,32,149,91
44,35,33,150,90
44,35,35,152,94
44,35,36,150,95
44,35,39,153,98
44,35,43,149,90
44,35,44,148,89
44,35,45,149,90
44,35,46,149,90
44,36,1,148,89
44,36,2,149,89
44,36,3,149,89
44,36,5,149,90
44,36,6,149,89
44,36,9,149,89
44,36,10,148,89
44,36,11,148,89
44,36,12,149,90
44,36,13,149,90
44,36,15,148,89
44,36,18,152,88
44,36,19,151,88
44,36,20,152,90
44,36,21,152,91
44,36,22,152,91
44,36,23,151,91
44,36,24,146,90
44,36,28,145,89
44,36,29,146,90
44,36,30,149,90
44,36,34,149,89
44,36,35,148,89
44,36,36,148,89
44,36,37,149,89
44,36,38,149,88
44,36,41,146,92
44,36,42,149,90
44,36,47,149,90
44,37,0,149,90
44,37,2,149,90
44,37,3,149,89
44,37,4,149,89
44,37,5,148,89
44,37,7,149,90
44,37,9,149,90
44,37,10,149,90
44,37,11,149,90
44,37,12,148,89
44,37,13,148,89
44,37,14,148,89
44,37,16,149,90
44,37,21,149,89
44,37,22,149,89
44,37,24,149,89
44,37,25,148,90
44,37,26,130,64
44,37,27,121,64
44,37,28,121,64
44,37,29,121,64
44,37,30,121,65
44,37,31,121,65
44,37,32,125,64
44,37,33,146,89
44,37,34,151,92
44,37,35,152,94
44,37,36,150,89
44,37,37,149,90
44,37,38,150,91
44,37,39,149,90
44,37,43,148,90
44,38,1,148,89
44,38,2,149,90
44,38,3,148,89
44,38,4,148,89
44,38,5,149,90
44,38,7,149,90
44,38,8,149,90
44,38,9,149,89
44,38,11,149,90
44,38,12,149,90
44,38,18,151,90
44,38,19,151,88
44,38,20,149,90
44,38,22,149,88
44,38,25,145,89
44,38,26,145,88
44,38,27,146,88
44,38,28,145,89
44,38,29,145,89
44,38,32,149,88
44,38,33,149,90
44,38,34,149,89
44,38,35,149,90
44,38,47,149,89
44,39,0,149,89
44,39,2,148,90
44,39,3,149,89
44,39,4,149,89
44,39,5,149,90
44,39,6,148,89
44,39,7,149,90
44,39,8,149,90
44,39,11,148,90
44,39,12,149,90
44,39,15,149,90
44,39,17,149,89
44,39,18,149,90
44,39,20,150,90
44,39,21,150,90
44,39,22,149,89
44,39,23,149,90
44,39,24,145,89
44,39,25,145,89
44,39,26,145,89
44,39,28,146,90
44,39,29,145,89
44,39,30,149,90
44,39,31,150,90
44,39,32,147,89
44,39,33,149,89
44,39,35,149,90
44,39,36,149,90
44,39,37,149,89
44,39,38,148,89
44,39,45,147,91
44,39,46,149,90
44,40,0,149,90
44,40,1,149,90
44,40,2,149,90
44,40,4,149,90
44,40,5,149,89
44,40,6,149,90
44,40,7,149,90
44,40,8,149,88
44,40,9,149,90
44,40,10,149,90
44,40,11,149,90
44,40,13,149,88
44,40,14,146,92
44,40,15,149,90
44,40,23,149,90
44,40,25,145,89
44,40,26,146,90
44,40,27,145,89
44,40,28,145,89
44,40,29,149,90
44,40,31,150,89
44,40,32,147,88
44,40,34,147,88
44,40,35,149,90
44,40,40,148,89
44,40,41,149,90
44,40,47,148,89
44,41,0,149,90
44,41,1,149,90
44,41,2,148,89
44,41,3,148,89
44,41,4,149,90
44,41,5,148,89
44,41,6,149,90
44,41,7,148,89
44,41,8,148,89
44,41,9,148,89
44,41,10,149,90
44,41,11,149,90
44,41,12,149,90
44,41,13,149,90
44,41,15,149,90
44,41,17,149,90
44,41,21,149,89
44,41,22,151,90
44,41,23,149,90
44,41,24,149,90
44,41,25,146,83
44,41,26,136,83
44,41,27,132,84
44,41,28,111,74
44,41,29,110,71
44,41,30,110,70
44,41,31,111,70
44,41,33,111,70
44,41,34,111,70
44,41,35,115,71
44,41,36,119,73
44,41,37,136,78
44,41,38,147,90
44,41,39,148,90
44,41,40,149,89
44,41,42,149,90
44,41,45,149,89
44,41,46,149,90
44,42,1,149,89
44,42,2,149,90
44,42,3,149,89
44,42,4,149,90
44,42,5,149,89
44,42,6,149,90
44,42,7,149,90
44,42,9,149,89
44,42,10,149,89
44,42,11,149,90
44,42,12,149,89
44,42,15,149,89
44,42,16,145,90
44,42,17,134,81
44,42,19,133,80
44,42,20,134,81
44,42,21,149,89
44,42,25,149,89
44,42,26,149,90
44,42,29,135,84
44,42,30,135,80
44,42,31,136,77
44,42,33,135,76
44,42,34,135,76
44,42,35,135,77
44,42,36,135,77
44,42,37,134,77
44,42,38,135,76
44,42,39,150,94
44,42,42,149,90
44,42,43,149,90
44,42,45,149,89
44,42,46,149,90
44,42,47,149,89
44,43,0,149,90
44,43,1,149,89
44,43,2,149,89
44,43,3,149,89
44,43,4,149,89
44,43,5,149,90
44,43,8,149,89
44,43,9,149,89
44,43,10,149,90
44,43,11,149,90
44,43,13,149,89
44,43,14,149,90
44,43,19,150,89
44,43,20,149,90
44,43,22,150,92
44,43,23,150,91
44,43,24,149,90
44,43,25,146,90
44,43,29,147,89
44,43,35,148,90
44,43,36,148,89
44,43,38,149,89
44,43,47,149,89
44,44,1,149,89
44,44,3,148,89
44,44,4,149,89
44,44,8,148,89
44,44,9,149,90
44,44,10,149,89
44,44,11,149,90
44,44,14,149,90
44,44,18,149,90
44,44,19,150,90
44,44,23,149,90
44,44,24,145,89
44,44,25,146,88
44,44,26,145,89
44,44,27,145,89
44,44,28,146,88
44,44,29,145,89
44,44,30,148,89
44,44,31,149,88
44,45,0,149,88
44,45,1,149,88
44,45,2,149,89
44,45,3,149,89
44,45,4,149,89
44,45,5,149,89
44,45,6,149,88
44,45,7,149,90
44,45,8,149,88
44,45,11,149,90
44,45,18,147,93
44,45,24,147,94
44,45,29,146,89
44,45,30,149,90
44,45,31,149,90
44,45,32,149,88
44,45,33,149,90
44,45,37,149,90
44,45,41,149,88
44,45,42,149,90
44,45,44,149,89
44,45,45,149,90
44,46,1,149,90
44,46,2,149,89
44,46,4,149,88
44,46,8,149,90
44,46,11,149,89
44,46,12,149,88
44,46,13,149,90
44,46,18,150,89
44,46,19,150,89
44,46,20,150,90
44,46,23,149,90
44,46,24,148,89
44,46,25,145,89
44,46,26,146,90
44,46,29,145,89
44,46,44,149,89
44,46,45,149,88
44,47,1,149,88
44,47,6,149,90
44,47,8,149,89
44,47,10,149,88
44,47,12,149,90
44,47,18,151,95
44,47,19,151,95
44,47,20,149,89
44,47,24,146,90
44,47,26,145,89
44,47,27,146,90
44,47,28,145,89
44,47,29,147,89
44,47,30,149,89
44,47,31,149,90
44,47,32,147,89
44,47,33,147,89
44,47,34,147,89
44,47,35,149,90
44,47,45,149,89
44,47,46,149,90
44,47,47,149,90
44,48,0,149,90
44,48,1,149,89
44,48,2,149,89
44,48,3,149,89
44,48,4,149,88
44,48,5,149,88
44,48,6,149,90
44,48,7,149,90
44,48,8,148,90
44,48,9,149,89
44,48,10,149,89
44,48,11,149,89
44,48,12,149,90
44,48,17,146,89
44,48,19,147,88
44,48,20,149,90
44,48,21,147,92
44,48,22,135,83
44,48,29,134,82
44,48,31,135,82
44,48,32,133,82
44,48,33,133,82
44,48,35,132,82
44,48,36,133,82
44,48,37,137,85
44,48,38,149,88
44,48,40,149,90
44,48,43,149,89
44,48,44,149,90
44,48,46,149,90
44,49,15,149,90
44,49,19,149,89
44,49,24,149,89
44,49,25,149,89
44,49,29,149,90
44,49,30,152,98
44,49,31,153,98
44,49,32,155,100
44,49,33,149,90
44,49,34,149,90
44,49,36,149,90
44,49,38,148,89
44,49,39,149,90
44,49,40,148,89
44,49,41,149,90
44,50,4,149,90
44,50,10,148,89
44,50,13,148,89
44,50,14,149,90
44,50,15,149,90
44,50,20,148,89
44,50,21,149,90
44,50,24,149,90
44,50,25,148,89
44,50,27,151,88
44,50,28,149,84
44,50,29,146,77
44,50,30,146,78
44,50,31,149,88
44,50,32,150,89
44,50,33,149,90
44,50,35,149,90
44,50,39,148,90
44,50,40,150,85
44,50,41,148,89
44,50,43,149,88
44,50,44,149,90
44,50,47,149,88
44,51,0,149,90
44,51,1,149,90
44,51,3,149,88
44,51,4,149,88
44,51,5,149,89
44,51,6,149,89
44,51,7,149,89
44,51,8,149,90
44,51,9,149,90
44,51,10,149,88
44,51,11,149,90
44,51,17,149,88
44,51,18,149,90
44,51,22,150,90
44,51,24,147,89
44,51,26,145,89
44,51,27,146,90
44,51,29,149,92
44,51,30,151,90
44,51,31,149,90
44,51,36,149,88
44,51,37,152,93
44,51,38,150,92
44,51,39,149,90
44,51,40,149,88
44,51,41,149,90
44,51,47,149,89
44,52,2,149,89
44,52,5,149,90
44,52,18,149,89
44,52,19,148,90
44,52,22,147,92
44,52,24,145,89
44,52,25,146,90
44,52,26,146,90
44,52,27,145,89
44,52,29,148,90
44,52,38,149,90
44,52,40,149,89
44,52,41,149,90
44,53,7,149,90
44,53,18,151,90
44,53,19,148,89
44,53,23,149,88
44,53,24,145,89
44,53,25,146,90
44,53,29,147,89
44,53,30,149,90
44,53,31,149,90
44,53,32,149,90
44,53,33,148,89
44,53,37,149,90
44,53,38,149,88
44,53,42,149,89
44,53,44,149,88
44,53,47,149,89
44,54,0,149,88
44,54,14,149,88
44,54,15,149,90
44,54,22,148,89
44,54,23,149,90
44,54,24,145,89
44,54,25,145,89
44,54,26,146,90
44,54,28,145,89
44,54,29,148,89
44,54,30,148,89
44,54,31,149,89
44,54,32,147,88
44,54,33,149,90
44,54,34,148,90
44,54,35,149,90
44,54,42,149,90
44,54,46,149,88
44,54,47,149,90
44,55,1,149,89
44,55,4,149,90
44,55,13,149,90
44,55,17,149,90
44,55,19,148,89
44,55,21,148,89
44,55,23,149,90
44,55,26,148,89
44,55,29,149,91
44,55,30,149,90
44,55,31,149,89
44,55,32,149,89
44,55,33,122,77
44,55,36,122,77
44,55,37,129,79
44,55,38,134,82
44,55,39,134,82
44,55,40,134,82
44,55,41,137,85
44,55,44,149,90
44,56,0,149,89
44,56,7,149,90
44,56,21,149,88
44,56,23,149,90
44,56,26,149,90
44,56,27,150,91
44,56,28,148,92
44,56,31,149,90
44,56,35,150,89
44,56,36,149,90
44,56,37,149,90
44,56,42,149,88
44,57,0,149,88
44,57,1,149,90
44,57,2,149,89
44,57,3,149,88
44,57,4,149,90
44,57,5,148,90
44,57,6,149,90
44,57,7,149,90
44,57,9,149,90
44,57,10,149,89
44,57,11,149,90
44,57,12,149,89
44,57,15,149,88
44,57,16,149,90
44,57,20,146,90
44,57,22,149,92
44,57,23,149,90
44,57,24,145,89
44,57,29,149,89
44,57,32,149,88
44,57,33,149,90
44,57,37,149,90
44,57,38,148,90
44,57,39,149,90
44,57,40,149,90
44,57,41,148,89
44,57,42,149,90
44,57,47,148,89
44,58,2,149,90
44,58,10,148,89
44,58,11,149,90
44,58,14,148,89
44,58,15,149,90
44,58,18,150,89
44,58,19,149,89
44,58,20,149,89
44,58,23,150,89
44,58,24,146,90
44,58,28,145,89
44,58,29,147,89
44,58,33,150,91
44,58,34,151,92
44,58,35,152,92
44,58,37,152,93
44,58,38,149,88
44,58,39,150,92
44,58,40,151,93
44,58,41,149,90
44,58,42,149,90
44,59,0,149,89
44,59,1,149,88
44,59,6,149,90
44,59,15,149,88
44,59,19,160,105
44,59,20,151,96
44,59,21,152,94
44,59,22,149,94
44,59,23,150,91
44,59,24,151,92
44,59,25,149,90
44,59,26,149,89
44,59,27,149,89
44,59,28,149,88
44,59,29,148,90
44,59,30,149,90
44,59,33,149,89
44,59,34,149,89
44,59,35,149,89
44,59,36,149,88
44,59,38,149,88
44,59,39,150,95
44,59,41,149,90
44,59,42,149,90
44,59,44,149,89
44,59,45,148,89
44,59,47,149,90
44,60,5,149,89
44,60,10,149,88
44,60,11,149,89
44,60,16,146,88
44,60,17,144,79
44,60,31,148,89
44,60,32,149,89
44,60,34,152,91
44,60,35,151,90
44,60,36,149,89
44,60,40,149,89
44,60,45,149,88
44,61,3,149,89
44,61,4,149,89
44,61,5,149,88
44,61,6,149,89
44,61,7,149,89
44,61,11,149,89
44,61,16,146,88
44,61,17,146,86
44,61,18,145,79
44,61,25,146,80
44,61,26,148,89
44,61,33,150,85
44,61,34,150,85
44,61,42,149,90
44,61,44,149,89
44,62,1,149,89
44,62,2,148,89
44,62,3,149,89
44,62,5,149,89
44,62,6,149,88
44,62,7,149,89
44,62,8,149,89
44,62,19,149,89
44,62,22,151,93
44,62,23,154,94
44,62,24,154,95
44,62,27,152,94
44,62,36,149,89
44,62,41,148,90
44,62,42,149,89
44,62,47,149,89
44,63,1,149,89
44,63,3,149,89
44,63,5,149,89
44,63,6,149,89
44,63,10,149,89
44,63,11,149,89
44,63,16,147,88
44,63,17,146,80
44,63,32,146,82
44,63,33,148,89
44,63,36,150,91
44,63,37,149,89
44,63,45,149,89
44,64,1,149,89
44,64,10,149,89
44,64,14,149,90
44,64,16,147,88
44,64,17,144,80
44,64,18,146,80
44,64,24,145,79
44,64,31,145,79
44,64,32,148,88
44,64,33,147,89
44,64,34,149,88
44,64,35,149,89
44,64,36,148,90
44,64,37,146,92
44,64,38,149,90
44,64,39,149,89
44,65,0,149,88
44,65,1,149,89
44,65,2,149,88
44,65,3,149,89
44,65,4,149,89
44,65,6,149,89
44,65,7,149,88
44,65,8,149,89
44,65,9,149,90
44,65,10,149,88
44,65,13,149,89
44,65,19,149,89
44,65,20,152,91
44,65,21,149,88
44,65,22,153,92
44,65,23,154,92
44,65,24,150,91
44,65,28,116,95
44,65,30,111,89
44,65,32,111,90
44,65,34,110,90
44,65,35,113,93
44,65,36,149,88
44,65,38,150,88
44,65,41,149,89
44,65,47,149,88
44,66,0,149,89
44,66,1,149,89
44,66,2,149,89
44,66,3,149,89
44,66,4,149,89
44,66,13,149,89
44,66,14,148,89
44,66,15,149,89
44,66,19,149,89
44,66,21,147,88
44,66,22,134,78
44,66,23,135,76
44,66,25,134,77
44,66,26,149,88
44,66,27,149,89
44,66,32,151,90
44,66,33,151,90
44,66,34,149,89
44,66,39,149,88
44,66,40,149,89
44,66,44,149,89
44,67,0,149,90
44,67,1,149,89
44,67,7,149,89
44,67,12,149,88
44,67,13,149,89
44,67,20,149,88
44,67,26,149,89
44,67,28,149,90
44,67,32,149,89
44,67,34,150,89
44,67,35,151,89
44,67,36,149,89
44,67,37,149,88
44,67,42,149,89
44,67,45,149,89
44,67,46,149,89
44,67,47,149,89
44,68,0,149,88
44,68,1,149,89
44,68,13,149,88
44,68,16,146,87
44,68,17,145,79
44,68,18,145,79
44,68,25,145,79
44,68,32,148,90
44,68,33,149,89
44,68,38,149,89
44,68,40,149,89
44,68,42,149,89
44,69,0,149,90
44,69,1,149,90
44,69,2,149,88
44,69,3,149,89
44,69,10,149,89
44,69,11,149,90
44,69,16,147,88
44,69,17,145,79
44,69,18,145,79
44,69,31,144,79
44,69,32,149,88
44,69,33,149,89
44,69,38,149,89
44,70,0,149,88
44,70,1,149,89
44,70,5,149,89
44,70,7,149,89
44,70,9,149,89
44,70,10,149,89
44,70,16,148,88
44,70,17,144,79
44,70,21,145,79
44,70,25,145,79
44,70,32,146,86
44,70,33,149,89
44,70,34,149,89
44,70,35,151,90
44,70,37,149,90
44,70,39,149,89
44,70,41,149,88
44,70,42,149,89
44,70,45,149,88
44,70,46,149,89
44,70,47,149,89
44,71,0,149,89
44,71,1,149,89
44,71,2,149,89
44,71,3,149,89
44,71,4,149,89
44,71,5,149,89
44,71,6,149,89
44,71,7,148,89
44,71,8,149,88
44,71,16,146,88
44,71,17,146,80
44,71,31,146,86
44,71,32,149,89
44,71,33,149,89
44,71,34,149,88
44,71,35,149,89
44,71,37,151,92
44,71,38,149,89
44,71,39,149,89
44,71,40,149,90
44,71,41,149,89
44,71,44,149,89
44,71,46,149,89
44,71,47,149,88
44,72,0,149,89
44,72,1,149,90
44,72,2,149,89
44,72,3,149,88
44,72,4,149,89
44,72,7,149,88
44,72,12,149,88
44,72,17,151,93
44,72,18,150,89
44,72,19,149,89
44,72,21,149,89
44,72,25,149,90
44,72,26,159,89
44,72,27,158,89
44,72,28,159,89
44,72,29,149,89
44,72,31,149,89
44,72,32,149,89
44,72,34,149,90
44,72,35,149,89
44,72,36,150,91
44,72,42,149,89
44,72,44,149,88
44,72,45,149,89
44,72,46,149,88
44,72,47,149,89
44,73,0,149,89
44,73,1,149,89
44,73,2,149,89
44,73,4,149,89
44,73,5,149,89
44,73,6,149,88
44,73,7,149,89
44,73,9,149,89
44,73,10,149,88
44,73,11,149,89
44,73,17,149,88
44,73,20,152,94
44,73,22,149,89
44,73,30,148,90
44,73,32,149,89
44,73,36,149,88
44,73,38,149,89
44,74,0,149,89
44,74,1,149,89
44,74,2,149,89
44,74,3,149,89
44,74,4,149,89
44,74,5,149,89
44,74,6,149,89
44,74,8,149,89
44,74,9,149,88
44,74,10,149,89
44,74,11,149,89
44,74,12,149,89
44,74,13,149,89
44,74,15,149,89
44,74,16,146,86
44,74,17,145,79
44,74,19,145,79
44,74,31,144,79
44,74,32,148,89
44,74,35,150,92
44,74,36,149,90
44,74,37,148,89
44,74,38,149,89
44,74,41,149,88
44,74,42,149,89
44,74,47,149,89
45,3,13,92,131
45,3,14,54,176
45,3,15,53,177
45,3,18,54,178
45,3,19,53,187
45,3,20,48,181
45,3,21,63,162
45,3,22,66,145
45,3,23,66,150
45,3,24,54,177
45,3,25,55,175
45,3,26,88,134
45,3,27,88,133
45,3,28,88,133
45,3,29,89,132
45,3,30,89,133
45,3,31,88,133
45,3,32,89,133
45,3,33,91,134
45,3,37,93,131
45,3,42,93,130
45,3,43,94,131
45,3,44,93,131
45,3,45,93,131
45,3,46,93,132
45,3,47,95,131
45,4,0,93,131
45,4,2,93,131
45,4,4,93,132
45,4,6,93,131
45,4,8,93,131
45,4,9,93,132
45,4,10,93,131
45,4,11,93,131
45,4,13,91,131
45,4,14,68,166
45,4,15,53,177
45,4,19,52,176
45,4,20,69,165
45,4,21,91,134
45,4,22,91,135
45,4,23,92,133
45,4,24,93,133
45,4,26,99,135
45,4,27,101,140
45,4,28,94,131
45,4,29,95,131
45,4,30,95,132
45,4,31,95,132
45,4,32,95,132
45,4,33,94,132
45,4,34,93,131
45,4,35,96,131
45,4,36,99,133
45,4,37,93,131
45,4,41,95,131
45,4,42,93,131
45,5,14,75,157
45,5,15,54,177
45,5,21,52,176
45,5,23,54,177
45,5,24,52,185
45,5,25,51,185
45,5,26,49,174
45,5,27,45,170
45,5,28,40,156
45,5,29,37,163
45,5,30,63,151
45,5,31,59,138
45,5,32,60,138
45,5,33,64,150
45,5,34,57,169
45,5,35,54,177
45,5,41,60,172
45,5,42,91,134
45,5,44,93,132
45,6,14,94,131
45,6,26,93,131
45,6,27,95,131
45,6,28,94,117
45,6,29,94,117
45,6,30,93,127
45,6,39,96,129
45,6,40,93,131
45,6,47,95,131
45,7,0,93,131
45,7,1,95,131
45,7,12,93,131
45,7,14,96,129
45,7,26,93,131
45,7,28,93,131
45,7,32,95,131
45,7,33,96,129
45,7,40,93,131
45,8,13,96,130
45,8,14,96,129
45,8,26,95,131
45,8,30,91,131
45,8,31,88,130
45,8,32,97,128
45,8,33,93,133
45,8,34,93,131
45,9,13,91,131
45,9,14,68,166
45,9,15,54,177
45,9,20,55,177
45,9,21,53,176
45,9,22,40,165
45,9,23,38,151
45,9,24,48,176
45,9,26,49,176
45,9,27,49,177
45,9,28,51,186
45,9,29,53,184
45,9,30,54,180
45,9,31,54,181
45,9,32,54,172
45,9,33,54,177
45,9,38,53,177
45,9,40,93,131
45,10,13,91,131
45,10,14,79,152
45,10,15,54,177
45,10,19,54,177
45,10,20,56,178
45,10,21,57,170
45,10,22,66,150
45,10,23,59,137
45,10,24,63,138
45,10,25,63,139
45,10,26,63,150
45,10,27,61,168
45,10,28,55,177
45,10,29,51,185
45,10,30,49,178
45,10,31,51,175
45,10,32,55,175
45,10,34,54,177
45,10,36,53,177
45,10,37,80,149
45,10,38,93,132
45,10,39,94,131
45,10,40,93,131
45,10,46,95,131
45,10,47,93,131
45,11,13,93,131
45,11,14,55,176
45,11,15,54,177
45,11,19,53,176
45,11,20,61,167
45,11,21,69,135
45,11,22,84,123
45,11,23,95,132
45,11,26,101,138
45,11,27,96,137
45,11,28,89,139
45,11,29,88,145
45,11,30,82,150
45,11,31,74,136
45,11,32,64,151
45,11,33,62,165
45,11,34,54,177
45,11,37,53,177
45,11,38,91,135
45,11,39,95,131
45,11,40,93,131
45,11,44,94,132
45,11,46,93,132
45,12,5,93,131
45,12,6,94,131
45,12,9,93,132
45,12,10,93,131
45,12,11,93,131
45,12,13,91,131
45,12,14,66,168
45,12,15,53,177
45,12,18,52,176
45,12,21,50,176
45,12,22,53,178
45,12,23,54,177
45,12,24,54,176
45,12,25,66,168
45,12,26,91,133
45,12,27,89,133
45,12,28,88,130
45,12,29,92,128
45,12,30,92,127
45,12,31,91,127
45,12,32,91,129
45,12,33,91,129
45,12,34,92,131
45,12,35,96,132
45,12,36,95,134
45,12,37,95,133
45,12,42,93,131
45,13,13,95,131
45,13,14,93,131
45,13,15,96,129
45,13,26,94,131
45,13,27,93,131
45,13,28,96,128
45,13,30,93,118
45,13,31,94,128
45,13,32,93,131
45,13,33,95,131
45,13,40,96,130
45,13,43,93,131
45,14,13,95,131
45,14,14,96,129
45,14,26,93,131
45,14,27,93,134
45,14,28,90,136
45,14,29,93,133
45,14,33,94,131
45,14,40,95,131
45,15,1,93,131
45,15,13,91,131
45,15,14,70,165
45,15,15,54,177
45,15,20,54,180
45,15,21,52,176
45,15,22,49,174
45,15,23,39,152
45,15,24,35,156
45,15,26,61,167
45,15,27,66,149
45,15,28,66,145
45,15,29,66,145
45,15,30,57,137
45,15,31,62,138
45,15,32,67,149
45,15,33,63,163
45,15,34,54,177
45,15,40,53,177
45,15,41,81,148
45,15,42,93,132
45,15,44,95,131
45,15,45,93,131
45,15,46,94,131
